Timestamp,Time,FrTm(ms),GrnLine(ms),MstAvFrmTm,Frames,FrmDropped,MovieFrmDropped,AudioTracking,Mode
2026-04-30 14:34:26,00:00:01,33.362,0.69,33.348,45,3,0,0,Playing
2026-04-30 14:34:28,00:00:03,33.365,0.92,33.348,105,3,0,0,Playing
2026-04-30 14:34:30,00:00:05,33.382,0.76,33.348,165,3,0,0,Playing
2026-04-30 14:34:32,00:00:07,33.345,0.70,33.348,225,3,0,0,Playing
2026-04-30 14:34:34,00:00:09,33.344,0.79,33.348,285,3,0,0,Playing
2026-04-30 14:34:36,00:00:11,33.348,0.72,33.348,346,3,0,0,Playing
2026-04-30 14:34:38,00:00:13,33.383,0.68,33.348,406,3,0,0,Playing
2026-04-30 14:34:40,00:00:15,33.344,0.66,33.348,466,3,0,0,Playing
2026-04-30 14:34:42,00:00:17,33.347,0.79,33.348,526,3,0,0,Playing
2026-04-30 14:34:44,00:00:19,33.346,0.75,33.348,586,3,0,0,Playing
2026-04-30 14:34:46,00:00:21,33.347,0.71,33.348,646,3,0,0,Playing
2026-04-30 14:34:48,00:00:23,33.348,0.68,33.348,706,3,0,0,Playing
2026-04-30 14:34:50,00:00:25,33.346,0.68,33.348,766,3,0,0,Playing
2026-04-30 14:34:53,00:00:27,33.348,0.67,33.348,827,3,0,0,Playing
2026-04-30 14:34:55,00:00:29,33.346,0.67,33.348,887,3,0,0,Playing
2026-04-30 14:34:57,00:00:31,33.347,0.71,33.348,947,3,0,0,Playing
2026-04-30 14:34:59,00:00:33,33.398,1.04,33.348,1007,3,0,0,Playing
2026-04-30 14:35:01,00:00:35,33.390,0.96,33.348,1068,3,0,0,Playing
2026-04-30 14:35:03,00:00:37,33.394,0.66,33.348,1128,3,0,0,Playing
2026-04-30 14:35:05,00:00:39,33.392,0.69,33.348,1188,3,0,0,Playing
2026-04-30 14:35:07,00:00:41,33.390,0.72,33.348,1248,3,0,0,Playing
2026-04-30 14:35:09,00:00:43,33.340,0.66,33.348,1309,3,0,0,Playing
2026-04-30 14:35:11,00:00:45,33.315,0.71,33.348,1369,3,0,0,Playing
2026-04-30 14:35:13,00:00:47,33.299,0.68,33.348,1429,3,0,0,Playing
2026-04-30 14:35:15,00:00:49,33.271,0.15,33.348,1489,3,0,0,Playing
2026-04-30 14:35:17,00:00:50,33.271,0.15,33.348,1525,3,0,0,Stopped

SummaryField,Value
DebugIt,Enabled
Arch,64bit
Gfx,DVI
FPS,30.000
MMTimerMode,Automatic
SDIBitDepth,8
ForceNumAudioChannel,0
ForcePinnedMemOff,Disabled
TargetDesktopBitDepth,10
ForceActive3DOff,Disabled
UpdateMoviesAfterRender,Disabled
UsingMMTimer,Disabled
SERVER,PESILENTPC (Master)
FILE,c:\shows\default.xml
FRAMERATE,30.000
LICENCE,31.12.2026
MOVIEDRIVES,G G G G G G
GRAPHICS,1920 X 1080 60 HZ
VERSION,"Delta Version=""2.8:15"" IPAddress=""100.94.47.25"" Port=""23"""
