Timestamp,Time,FrTm(ms),GrnLine(ms),MstAvFrmTm,Frames,FrmDropped,MovieFrmDropped,AudioTracking,Mode
2026-04-30 15:09:03,00:01:07,33.308,0.73,33.348,2033,3,0,0,Playing
2026-04-30 15:09:05,00:01:09,33.351,0.68,33.347,2093,3,0,0,Playing
2026-04-30 15:09:07,00:01:11,33.312,0.15,33.347,2154,3,0,0,Playing
2026-04-30 15:09:09,00:01:12,33.312,0.15,33.347,2164,3,0,0,Stopped
